Country Name,"Series Name","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
Australia,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","68165.6062699388","68784.8179218855","71436.898759823","71968.0461632008","72130.5248955643","73934.549535052","76214.2605270287","78376.3857577036","80868.1249654885","81892.5723257918","82493.13572095","84165.2145613206","84847.0963923686","86961.3556877714","86785.9122710769","87061.7855309708","87602.8928823389","88272.9488038063","89264.3191987695","89428.7598826388","90058.7540658952","92454.7002751969","93962.5152003273","95746.5116988778","95993.4427936007","96951.9561299765","96960.8935802005","97224.7656238733","97162.5431335178","98186.6473944538","97275.4610090796","98027.1347837023"
Austria,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","86381.778310559","86346.3370219259","86628.9894661738","84244.5160774122","86531.7439368735","90129.0231614493","92230.7433342886","94939.7322800119","96847.5298828957","100110.910661594","100814.421950581","101372.073123751","101204.773294843","106381.776215766","106651.903939123","108108.939911606","109351.52823101","108995.790502988","105151.14502715","106136.183258667","108248.768799002","108079.477525264","107581.20909714","108054.876039652","108034.010588407","108482.499457968","109698.784172357","110692.845318132","111376.015247082","105086.47423473","109895.159075709","111648.857651992"
Azerbaijan,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","15991.1356850781","12028.1573073922","9115.92291575915","7159.4787403247","6171.71446851544","6204.24918791077","6545.91261294371","7192.8362206892","7695.51846582228","8546.35840208921","9371.86561550531","10232.5861246571","11234.569719637","12312.0607774227","15624.7103053895","20982.5977152442","26872.495353109","29289.8553711738","31093.6143832412","32219.639295568","31573.8322429569","31549.8655441652","32786.0643477551","32901.2209416485","32592.7350053786","30731.3629526461","30254.2084785796","30152.494164666","29352.8978788471","28914.9968337995","29589.287636845","29864.3458536971"
"Bahamas, The","GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","78049.4806137099","75047.3954234323","71373.8843220956","72561.8526888403","71488.7190608562","73321.5812212523","71129.7014957358","71489.1570554923","74480.1521298718","75703.1137942254","75772.0911908491","78185.837502669","77482.8812203956","76290.9087052418","77427.4977105893","75686.2654401051","75717.9481476071","73066.6177560736","73958.1933133687","73874.9655677883","72959.6384722724","73393.0616984455","72073.8469561485","70239.2896464254","68444.6544480895","67409.9819130926","65837.9157764819","66897.1061130281","65497.0269985913","54865.6225353322","60940.2100597918","66285.1922271821"
Bahrain,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","93040.195415266","95733.6417769251","104008.619414495","99957.5787175905","99888.5047542853","99984.3501167391","98811.2395492964","99238.8478956964","99214.7135219031","100147.66323143","98513.9431453034","97732.5216148128","98044.7299073184","95854.5910735121","92441.5364383712","89321.8702938831","88115.0332584648","85622.9674223541","80673.6380271928","80799.9246592792","83388.6377461075","84764.6695650364","86411.3292426169","87728.1428626687","86888.3894062706","86256.4298869687","86183.4609583555","85601.7835690037","87091.5991478288","85927.561416244","88699.6675888863","91660.7530110571"
Bangladesh,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5366.74605587278","5506.82382661563","5605.42407708847","5657.6576848513","5778.19394938407","5882.74098190315","5992.03116929447","6139.00166231927","6258.27031458179","6421.35911076424","6597.51252269826","6706.9303935026","6887.14549434633","7083.08336854587","7384.09962722765","7696.15603853314","8180.90586058331","8628.30067990419","9010.02206855963","9209.08775618171","9673.22066077679","10154.7088333272","10602.432966843","11034.9178611914","11545.2779900143","12136.4639116975","12168.6835760015","12758.9435483619","13470.8177601342","13936.4951842916","14426.0723861071","15162.9097787756"
Barbados,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","34186.1055028609","32555.423396927","32962.9783062603","32436.5524106512","31278.6543183181","31039.1723367615","31952.1559620424","32183.0292434993","31476.1229381503","31874.679130918","30737.5087147861","31415.273813247","31794.7176648123","31338.6676453754","32236.8588639632","34658.6220021575","34680.1170401645","35071.196775685","33856.6206498106","33186.943315501","32961.7827061907","33528.0518925025","32635.3878101369","34109.2414923569","33776.4610358907","33070.3657507268","33715.9288062332","33556.0710917207","34196.2079749111","30853.2992622734","30215.9331392057","32657.0618146835"
Belarus,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","19384.8676397644","17926.6736912666","17482.9652470102","16125.6365076744","15235.8335075014","17062.6097435595","17382.9524325828","18135.4365132738","18396.0013272628","19063.7635390397","19596.2704601284","20258.8384063199","21395.5452103812","23550.0999700144","25462.8867115731","27683.6281790502","29690.856466852","32297.6467365913","31974.9710623608","34324.3590620096","36066.4151442081","36602.0895940601","36932.383382274","37523.8864187533","36026.7266616725","35080.9168070963","35944.9447279216","36872.9545550173","37319.5375074414","37284.0701982119","38359.8453955336","36588.4462737152"
Belgium,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","96002.441383158","96096.5489912141","96011.589345853","99249.1915789147","100540.537486623","101946.122498552","104606.41325808","106080.11233298","106486.021659343","106909.377130899","110124.8951816","111607.981662862","112742.952423629","114200.163036654","114633.003455196","116807.173472487","117984.554806494","116703.041034461","115019.924182946","116456.36883084","117374.817460347","117928.317842573","118389.771791312","119969.005144297","122103.851145877","122592.482810827","121417.946653687","120726.229391691","121473.353998272","115922.472122544","122606.175442436","122689.394717022"
Belize,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","24470.8591763319","26759.9267374414","27649.1247274856","27319.1662295206","26586.2618027533","25810.6100051546","25003.0285782726","25387.5328780492","25881.2733615214","27134.2447048582","26772.7573698622","27364.2269154399","28914.748535218","29181.1766019416","28760.5834850198","28397.4523243492","27915.3942401193","26321.1651043587","25228.172858799","24576.8237876243","23575.9620601905","23521.1891353799","23661.8379634315","23468.7124445662","23169.8013519486","22206.852309883","21168.2768778101","21188.0693449114","21882.4632825243","19416.949960981","22146.233111048","22715.8183854087"
Benin,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5528.10403756183","5513.09557189662","5537.85493999261","5430.52594302622","5677.44177436678","5786.37968949144","5931.29146014255","5970.99870873435","6083.30661384375","6228.43708180882","6344.69061257409","6423.72095984603","6433.63046238265","6504.95369024804","6393.50836924854","6430.21076960401","6611.55759251883","6714.91518358911","6650.97556575645","6577.29037322124","6666.09871445382","6870.01721000171","7244.28124620869","7594.06824715099","7641.966905178","7818.32579219905","8175.31166899374","8620.67790033441","8933.41506512864","9107.60503751134","9638.35667400104","9705.99543509414"
Bermuda,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Bhutan,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7001.19118175512","7616.385091941","8133.24881498008","8513.07462704262","8981.79793127671","9251.67258066712","9512.03902626198","9802.35422046668","10225.3790736881","10185.4918904537","10630.7825043767","11321.9653650483","11706.812056304","11988.3504036395","12479.0679497739","13014.5791491796","15155.0694485146","15563.1566943334","16292.9266545673","18154.3314223873","19416.7569450758","20722.0282346153","20683.9327043318","22384.6763660939","23239.9961160846","24865.60487202","25733.9574682492","26324.4566178595","25641.867440152","22687.0842454096","22837.0695043965","NA"
Bolivia,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11404.0209173237","11351.252861117","11531.2888489846","11750.2114344932","11926.6006881016","12094.0565242728","12325.8723349298","12592.9729889317","12319.6776949438","12614.3123879755","12568.0856849518","12593.1187624186","12648.5283457435","12869.6741329433","13125.9043010663","12924.9188200797","13522.4148814908","13868.3226456907","14002.6047965578","14216.1433907174","14588.2574325079","15709.0609174368","16319.6731592083","16287.3570369798","17991.0887511878","18372.51104172","18441.0413139613","17985.3377126758","18343.9023657726","17445.3727655086","18093.7613901837","17673.6165999243"
Bosnia and Herzegovina,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6637.93024619356","8153.86317993234","14737.5863988767","19116.3127508878","21798.8575609036","23774.4380074283","26776.2673572049","27485.8684537879","28815.8782310924","30089.6060592166","32406.8153755263","34219.9679404449","36529.883020941","37316.4101631295","36289.5995880987","36152.9761132549","38084.1647403527","39562.3559019708","39808.3971325736","41318.2393603488","41390.3492310331","43742.9607102532","44423.2368235338","43516.1640449315","44685.3629259578","44030.5070500267","43548.6562710025","44016.0563436518","44850.088153637"
Botswana,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","34038.4564680636","34829.7413638123","35241.3655150371","36333.1485579129","37679.4242595464","38650.4112788317","40234.4938883961","39162.3644940057","40345.9912656986","38927.8736135471","38956.1605103452","41422.5879005965","43415.3065481519","42159.6944790077","41832.9644311916","42944.3831149623","43027.17333994","42159.9915606485","34664.7292625371","39984.0879473988","41471.1203850877","40073.1491951458","43378.1033948796","44694.176116644","41494.8363208785","43341.2533581158","43883.1862199836","44239.6233532725","44462.0865967491","41229.8693696028","45028.8506869941","46666.5741799799"
Brazil,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","26555.2366544447","25786.4384457277","26259.5965252898","27249.5437483877","27836.1637437836","28857.1429357297","29026.4981870446","28770.1523929621","28297.6220238473","28679.6730039695","28249.2851849302","28140.9657202681","28137.7845916705","28615.4977031714","28859.9917483708","29351.0785853054","30657.8469456563","31456.4416401237","31228.0572070255","33331.4717728177","34490.3805399434","34220.8623570035","34700.7026690105","34376.9691297752","33188.6256587027","32737.6244638386","33055.5711134378","33048.1580000741","32701.7295520263","34255.5895728509","34294.6083402269","32921.8190967171"
British Virgin Islands,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Brunei Darussalam,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","175986.769041634","179393.587930795","175403.311793632","176047.498209946","178648.682734857","178152.833764163","169813.171551026","163120.014608192","162267.313241278","161099.000944969","159834.791554833","161339.276620514","161510.890508876","158118.761601071","154847.866865924","157938.362515338","154767.847703387","148677.239423346","143250.208100939","144258.871597153","147222.73918476","147479.344022095","143449.823890533","139069.315477562","138884.898382753","135919.683598125","138357.726670415","130149.392556601","132959.855010173","135176.440238882","127729.881700914","122374.864124523"
Bulgaria,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","28550.6769788338","27803.8382279468","28239.416779413","27923.4516560534","28572.6150783114","31013.7898000251","27457.9496758007","28500.105487568","27142.4358896424","29614.7752833432","31896.6622390333","33944.5208555376","34631.7940311745","35845.4117477962","38349.7645125464","39408.0542185061","40341.3802039337","41586.0848521454","41630.6261514735","43961.9414325499","46500.0714733025","47219.9124196398","46933.5028329236","46638.9557684145","47357.3055894484","48960.5292612222","48094.9009853886","49273.627346634","49937.7938166533","49576.7681932449","54164.6134214817","57856.9540124093"
Burkina Faso,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2407.92351620209","2380.08337803621","2421.29367738096","2416.37844417029","2507.61237353278","2732.21788773352","2852.5524728773","2999.15051093418","3149.44129985522","3136.26593896077","3262.82988160621","3324.85223540112","3492.94661703238","3591.01365345993","3834.66677259618","3977.99352823142","4048.86359722272","4224.01819113487","4293.20499522943","4582.71146836696","4814.34593797814","5039.22124847406","5256.90392373284","5408.46565867131","5465.13164371595","5619.57391510595","5785.95573273974","5980.30303416021","6119.29688230007","6124.80596176616","6313.38645804778","6191.49795575648"
Burundi,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2721.16408801675","2694.27796461859","2751.68475909757","2662.5242882014","2234.66802125607","2098.74181583091","2102.32756196404","2159.56246839277","2080.12755841206","2021.66084809002","2010.67426969267","2041.72697917104","1957.57348177824","1975.37073487539","1929.80825792576","1978.39739747583","1947.0914898026","1931.06352729809","1890.73102810038","1891.53536198709","1905.67099975233","1929.00188950248","1961.59749588391","1987.00823865305","1880.93317758014","1855.52328135163","1826.22232157834","1791.89775095057","1753.23662282441","1716.59497763507","1706.70087084751","1671.52721588205"
Cabo Verde,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6493.95594696347","7012.54846060161","7384.7974047494","8483.29995958809","9373.14565671211","10091.8069622598","10875.4227243206","11847.6088829259","12759.5550973151","14105.9189694684","14012.0703507398","14324.5927030233","14529.4611783866","15509.2398332175","16110.5153743495","16905.6322322471","18928.9533975282","19750.138375204","19040.7554519108","18364.1744184694","18743.9946800458","18597.8235313152","18396.141930489","18230.2139663557","18109.029924114","18582.8672906342","19133.2648319526","20778.9657204263","21157.946539629","17804.3377757761","18211.6684241282","19849.0495562026"
Cambodia,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4063.99734928475","2491.18384563081","2676.05879170965","2751.84559341538","2783.63699565541","2798.70452172556","3028.6764347592","3248.44094182189","3428.07464091763","3568.88797878142","3785.00566985112","4089.23219733926","4539.33778207972","4934.86639434283","5344.33220655542","5584.10734786902","5502.15688231586","5781.04270099386","6129.08163308417","6539.82341930287","6773.02265615916","7022.68920638995","7241.23352200381","7518.47851880099","7744.69051903637","8069.81553300972","8387.62517304678","8081.40872794547","8128.53965224028","8412.69000340253"
Cameroon,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8122.57482336226","7654.26237042068","6853.79908239741","6750.12171473898","6715.63966064046","6737.31818114978","6816.21095691559","6915.13775656636","7012.57386616755","7071.77466361811","7158.82764868084","7198.14482269216","7300.14871538601","7518.88565788707","7414.97531280369","7425.20264896609","7469.58362775268","7636.96097644859","7809.13774635149","8030.48589724733","8158.90354759199","8391.81004406014","8664.61787754145","8976.72506673242","9161.70606886439","9281.77653152115","9342.54376710084","9443.96439544751","9490.56833401118","9351.83793906789","9432.07991677963","9318.40510681338"
Canada,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","70547.0789474903","71984.4507459827","73605.1270558706","75351.1620479396","76055.2468608099","76644.7545046613","78229.3468527346","79322.0117539597","81318.2560396665","83420.726899699","83917.1917556036","84387.2076268775","83887.5894416445","85104.3239968791","86718.2854125799","87674.1149551304","87482.0469359097","87139.5397448808","86038.6002216266","87504.3810836051","88966.5510786396","89491.0494410219","90362.2578407721","92532.8756242382","92576.5983914185","92745.4290626396","93675.5189031297","94706.4753869545","94437.1438146751","94933.6574604644","95371.3014494619","94841.7797413261"
Cayman Islands,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Central African Republic,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3211.59592282408","2924.02884608732","2848.68312876626","2899.39898506192","3025.2000592928","2827.99945254733","2891.69553973897","2941.17423783966","2959.33952318549","2800.31345996124","2855.92635655984","2889.79670927949","2665.49495959829","2763.41379170993","2725.27404190136","2798.40270840843","2877.20635510226","2877.51533240999","3064.82909647279","3151.9417570139","3247.32022145756","3410.89749325711","2180.03264029959","2217.38988490294","2328.80937148565","2398.49286912354","2462.39076407957","2505.20024426401","2524.63061184752","2512.05270348806","2484.36352373289","2407.63682276685"
Chad,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2832.08198099811","2919.43924018376","2434.82575189107","2671.42534379085","2593.80160884454","2546.63437241836","2637.87741728952","2758.8931745089","2671.28870155744","2585.70143911228","2824.21919605295","2987.03247765205","3304.22805828142","4223.36974487079","4783.09473621539","4687.78610916116","4727.70538327215","4746.08099030999","4810.32136280099","5325.16850749775","5187.4642536262","5492.58957178569","5642.48854418831","5855.344153699","5883.94602923451","5394.76247100107","5099.88199750571","5078.8863437479","5064.64298263948","4894.28989696359","4675.45204913291","4518.82146226884"
Channel Islands,"GDP per person employed (constant 2017 PPP $)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
